src,dst,w
80,3153,1.0
80,4048,1.0
80,3857,1.0
81,401,1.0
81,466,1.0
81,721,1.0
81,530,1.0
81,3473,1.0
81,3538,1.0
81,3793,1.0
81,3602,1.0
82,1170,1.0
82,1235,1.0
82,1874,1.0
82,1939,1.0
82,2194,1.0
82,2259,1.0
82,2898,1.0
82,2963,1.0
83,1299,1.0
83,1364,1.0
83,1619,1.0
83,1684,1.0
83,2323,1.0
83,2388,1.0
83,2643,1.0
83,2708,1.0
84,20,1.0
84,85,1.0
84,980,1.0
84,789,1.0
84,3092,1.0
84,3157,1.0
84,4052,1.0
84,3861,1.0
85,405,1.0
85,470,1.0
85,725,1.0
85,534,1.0
85,3477,1.0
85,3542,1.0
85,3797,1.0
85,3606,1.0
86,1174,1.0
86,1239,1.0
86,1878,1.0
86,1943,1.0
86,2198,1.0
86,2263,1.0
86,2902,1.0
86,2967,1.0
87,1303,1.0
87,1368,1.0
87,1623,1.0
87,1688,1.0
87,2327,1.0
87,2392,1.0
87,2647,1.0
87,2712,1.0
88,24,1.0
88,89,1.0
88,984,1.0
88,793,1.0
88,3096,1.0
88,3161,1.0
88,4056,1.0
88,3865,1.0
89,409,1.0
89,474,1.0
89,729,1.0
89,538,1.0
89,3481,1.0
89,3546,1.0
89,3801,1.0
89,3610,1.0
90,1178,1.0
90,1243,1.0
90,1882,1.0
90,1947,1.0
90,2202,1.0
90,2267,1.0
90,2906,1.0
90,2971,1.0
91,1307,1.0
91,1372,1.0
91,1627,1.0
91,1692,1.0
91,2331,1.0
91,2396,1.0
91,2651,1.0
91,2716,1.0
92,28,1.0
92,93,1.0
92,988,1.0
92,797,1.0
92,3100,1.0
92,3165,1.0
92,4060,1.0
92,3869,1.0
93,413,1.0
93,478,1.0
93,733,1.0
93,542,1.0
93,3485,1.0
93,3550,1.0
93,3805,1.0
93,3614,1.0
94,1182,1.0
94,1247,1.0
94,1886,1.0
94,1951,1.0
94,2206,1.0
94,2271,1.0
94,2910,1.0
94,2975,1.0
95,1311,1.0
95,1376,1.0
95,1631,1.0
95,1696,1.0
95,2335,1.0
95,2400,1.0
95,2655,1.0
95,2720,1.0
96,32,1.0
96,97,1.0
96,992,1.0
96,801,1.0
96,3104,1.0
96,3169,1.0
96,4064,1.0
96,3873,1.0
97,417,1.0
97,482,1.0
97,737,1.0
97,546,1.0
97,3489,1.0
97,3554,1.0
97,3809,1.0
97,3618,1.0
98,1186,1.0
98,1251,1.0
98,1890,1.0
98,1955,1.0
98,2210,1.0
98,2275,1.0
98,2914,1.0
98,2979,1.0
99,1315,1.0
99,1380,1.0
99,1635,1.0
99,1700,1.0
99,2339,1.0
99,2404,1.0
99,2659,1.0
99,2724,1.0
100,36,1.0
100,101,1.0
100,996,1.0
100,805,1.0
100,3108,1.0
100,3173,1.0
100,4068,1.0
100,3877,1.0
101,421,1.0
101,486,1.0
101,741,1.0
101,550,1.0
101,3493,1.0
101,3558,1.0
101,3813,1.0
101,3622,1.0
102,1190,1.0
102,1255,1.0
102,1894,1.0
102,1959,1.0
102,2214,1.0
102,2279,1.0
102,2918,1.0
102,2983,1.0
103,1319,1.0
103,1384,1.0
103,1639,1.0
103,1704,1.0
103,2343,1.0
103,2408,1.0
103,2663,1.0
103,2728,1.0
104,40,1.0
104,105,1.0
104,1000,1.0
104,809,1.0
104,3112,1.0
104,3177,1.0
104,4072,1.0
104,3881,1.0
105,425,1.0
105,490,1.0
105,745,1.0
105,554,1.0
105,3497,1.0
105,3562,1.0
105,3817,1.0
105,3626,1.0
106,1194,1.0
106,1259,1.0
106,1898,1.0
106,1963,1.0
106,2218,1.0
106,2283,1.0
106,2922,1.0
106,2987,1.0
107,1323,1.0
107,1388,1.0
107,1643,1.0
107,1708,1.0
107,2347,1.0
107,2412,1.0
107,2667,1.0
107,2732,1.0
108,44,1.0
108,109,1.0
108,1004,1.0
108,813,1.0
108,3116,1.0
108,3181,1.0
108,4076,1.0
108,3885,1.0
109,429,1.0
109,494,1.0
109,749,1.0
109,558,1.0
109,3501,1.0
109,3566,1.0
109,3821,1.0
109,3630,1.0
110,1198,1.0
110,1263,1.0
110,1902,1.0
110,1967,1.0
110,2222,1.0
110,2287,1.0
110,2926,1.0
110,2991,1.0
111,1327,1.0
111,1392,1.0
111,1647,1.0
111,1712,1.0
111,2351,1.0
111,2416,1.0
111,2671,1.0
111,2736,1.0
112,48,1.0
112,113,1.0
112,1008,1.0
112,817,1.0
112,3120,1.0
112,3185,1.0
112,4080,1.0
112,3889,1.0
113,433,1.0
113,498,1.0
113,753,1.0
113,562,1.0
113,3505,1.0
113,3570,1.0
113,3825,1.0
113,3634,1.0
114,1202,1.0
114,1267,1.0
114,1906,1.0
114,1971,1.0
114,2226,1.0
114,2291,1.0
114,2930,1.0
114,2995,1.0
115,1331,1.0
115,1396,1.0
115,1651,1.0
115,1716,1.0
115,2355,1.0
115,2420,1.0
115,2675,1.0
115,2740,1.0
116,52,1.0
116,117,1.0
116,1012,1.0
116,821,1.0
116,3124,1.0
116,3189,1.0
116,4084,1.0
116,3893,1.0
117,437,1.0
117,502,1.0
117,757,1.0
117,566,1.0
117,3509,1.0
117,3574,1.0
117,3829,1.0
117,3638,1.0
118,1206,1.0
118,1271,1.0
118,1910,1.0
118,1975,1.0
118,2230,1.0
118,2295,1.0
118,2934,1.0
118,2999,1.0
119,1335,1.0
119,1400,1.0
119,1655,1.0
119,1720,1.0
119,2359,1.0
119,2424,1.0
119,2679,1.0
119,2744,1.0
120,56,1.0
120,121,1.0
120,1016,1.0
120,825,1.0
120,3128,1.0
120,3193,1.0
120,4088,1.0
120,3897,1.0
121,441,1.0
121,506,1.0
121,761,1.0
121,570,1.0
121,3513,1.0
121,3578,1.0
121,3833,1.0
121,3642,1.0
122,1210,1.0
122,1275,1.0
122,1914,1.0
122,1979,1.0
122,2234,1.0
122,2299,1.0
122,2938,1.0
122,3003,1.0
123,1339,1.0
123,1404,1.0
123,1659,1.0
123,1724,1.0
123,2363,1.0
123,2428,1.0
123,2683,1.0
123,2748,1.0
124,60,1.0
124,125,1.0
124,1020,1.0
124,829,1.0
124,3132,1.0
124,3197,1.0
124,4092,1.0
124,3901,1.0
125,445,1.0
125,510,1.0
125,765,1.0
125,574,1.0
125,3517,1.0
125,3582,1.0
125,3837,1.0
125,3646,1.0
126,1214,1.0
126,1279,1.0
126,1918,1.0
126,1983,1.0
126,2238,1.0
126,2303,1.0
126,2942,1.0
126,3007,1.0
127,1343,1.0
127,1344,1.0
127,1663,1.0
127,1664,1.0
127,2367,1.0
127,2368,1.0
127,2687,1.0
127,2688,1.0
128,0,1.0
128,65,1.0
128,960,1.0
128,769,1.0
128,3072,1.0
128,3137,1.0
128,4032,1.0
128,3841,1.0
129,385,1.0
129,450,1.0
129,705,1.0
129,514,1.0
129,3457,1.0
129,3522,1.0
129,3777,1.0
129,3586,1.0
130,1154,1.0
130,1219,1.0
130,1858,1.0
130,1923,1.0
130,2178,1.0
130,2243,1.0
130,2882,1.0
130,2947,1.0
131,1283,1.0
131,1348,1.0
131,1603,1.0
131,1668,1.0
131,2307,1.0
131,2372,1.0
131,2627,1.0
131,2692,1.0
132,4,1.0
132,69,1.0
132,964,1.0
132,773,1.0
132,3076,1.0
132,3141,1.0
132,4036,1.0
132,3845,1.0
133,389,1.0
133,454,1.0
133,709,1.0
133,518,1.0
133,3461,1.0
133,3526,1.0
133,3781,1.0
133,3590,1.0
134,1158,1.0
134,1223,1.0
134,1862,1.0
134,1927,1.0
134,2182,1.0
134,2247,1.0
134,2886,1.0
134,2951,1.0
135,1287,1.0
135,1352,1.0
135,1607,1.0
135,1672,1.0
135,2311,1.0
135,2376,1.0
135,2631,1.0
135,2696,1.0
136,8,1.0
136,73,1.0
136,968,1.0
136,777,1.0
136,3080,1.0
136,3145,1.0
136,4040,1.0
136,3849,1.0
137,393,1.0
137,458,1.0
137,713,1.0
137,522,1.0
137,3465,1.0
137,3530,1.0
137,3785,1.0
137,3594,1.0
138,1162,1.0
138,1227,1.0
138,1866,1.0
138,1931,1.0
138,2186,1.0
138,2251,1.0
138,2890,1.0
138,2955,1.0
139,1291,1.0
139,1356,1.0
139,1611,1.0
139,1676,1.0
139,2315,1.0
139,2380,1.0
139,2635,1.0
139,2700,1.0
140,12,1.0
140,77,1.0
140,972,1.0
140,781,1.0
140,3084,1.0
140,3149,1.0
140,4044,1.0
140,3853,1.0
141,397,1.0
141,462,1.0
141,717,1.0
141,526,1.0
141,3469,1.0
141,3534,1.0
141,3789,1.0
141,3598,1.0
142,1166,1.0
142,1231,1.0
142,1870,1.0
142,1935,1.0
142,2190,1.0
142,2255,1.0
142,2894,1.0
142,2959,1.0
143,1295,1.0
143,1360,1.0
143,1615,1.0
143,1680,1.0
143,2319,1.0
143,2384,1.0
143,2639,1.0
143,2704,1.0
144,16,1.0
144,81,1.0
144,976,1.0
144,785,1.0
144,3088,1.0
144,3153,1.0
144,4048,1.0
144,3857,1.0
145,401,1.0
145,466,1.0
145,721,1.0
145,530,1.0
145,3473,1.0
145,3538,1.0
145,3793,1.0
145,3602,1.0
146,1170,1.0
146,1235,1.0
146,1874,1.0
146,1939,1.0
146,2194,1.0
146,2259,1.0
146,2898,1.0
146,2963,1.0
147,1299,1.0
147,1364,1.0
147,1619,1.0
147,1684,1.0
147,2323,1.0
147,2388,1.0
147,2643,1.0
147,2708,1.0
148,20,1.0
148,85,1.0
148,980,1.0
148,789,1.0
148,3092,1.0
148,3157,1.0
148,4052,1.0
148,3861,1.0
149,405,1.0
149,470,1.0
149,725,1.0
149,534,1.0
149,3477,1.0
149,3542,1.0
149,3797,1.0
149,3606,1.0
150,1174,1.0
150,1239,1.0
150,1878,1.0
150,1943,1.0
150,2198,1.0
150,2263,1.0
150,2902,1.0
150,2967,1.0
151,1303,1.0
151,1368,1.0
151,1623,1.0
151,1688,1.0
151,2327,1.0
151,2392,1.0
151,2647,1.0
151,2712,1.0
152,24,1.0
152,89,1.0
152,984,1.0
152,793,1.0
152,3096,1.0
152,3161,1.0
152,4056,1.0
152,3865,1.0
153,409,1.0
153,474,1.0
153,729,1.0
153,538,1.0
153,3481,1.0
153,3546,1.0
153,3801,1.0
153,3610,1.0
154,1178,1.0
154,1243,1.0
154,1882,1.0
154,1947,1.0
154,2202,1.0
154,2267,1.0
154,2906,1.0
154,2971,1.0
155,1307,1.0
155,1372,1.0
155,1627,1.0
155,1692,1.0
155,2331,1.0
155,2396,1.0
155,2651,1.0
155,2716,1.0
156,28,1.0
156,93,1.0
156,988,1.0
156,797,1.0
156,3100,1.0
156,3165,1.0
156,4060,1.0
156,3869,1.0
157,413,1.0
157,478,1.0
157,733,1.0
157,542,1.0
157,3485,1.0
157,3550,1.0
157,3805,1.0
157,3614,1.0
158,1182,1.0
158,1247,1.0
158,1886,1.0
158,1951,1.0
158,2206,1.0
158,2271,1.0
158,2910,1.0
158,2975,1.0
159,1311,1.0
159,1376,1.0
159,1631,1.0
159,1696,1.0
159,2335,1.0
159,2400,1.0
159,2655,1.0
159,2720,1.0
160,32,1.0
160,97,1.0
160,992,1.0
160,801,1.0
160,3104,1.0
160,3169,1.0
160,4064,1.0
160,3873,1.0
161,417,1.0
161,482,1.0
161,737,1.0
161,546,1.0
161,3489,1.0
161,3554,1.0
161,3809,1.0
161,3618,1.0
162,1186,1.0
162,1251,1.0
162,1890,1.0
162,1955,1.0
162,2210,1.0
162,2275,1.0
162,2914,1.0
162,2979,1.0
163,1315,1.0
163,1380,1.0
163,1635,1.0
163,1700,1.0
163,2339,1.0
163,2404,1.0
163,2659,1.0
163,2724,1.0
164,36,1.0
164,101,1.0
164,996,1.0
164,805,1.0
164,3108,1.0
164,3173,1.0
164,4068,1.0
164,3877,1.0
165,421,1.0
165,486,1.0
165,741,1.0
165,550,1.0
165,3493,1.0
165,3558,1.0
165,3813,1.0
165,3622,1.0
166,1190,1.0
166,1255,1.0
166,1894,1.0
166,1959,1.0
166,2214,1.0
166,2279,1.0
166,2918,1.0
166,2983,1.0
167,1319,1.0
167,1384,1.0
167,1639,1.0
167,1704,1.0
167,2343,1.0
167,2408,1.0
167,2663,1.0
167,2728,1.0
168,40,1.0
168,105,1.0
168,1000,1.0
168,809,1.0
168,3112,1.0
168,3177,1.0
168,4072,1.0
168,3881,1.0
169,425,1.0
169,490,1.0
169,745,1.0
169,554,1.0
169,3497,1.0
169,3562,1.0
169,3817,1.0
169,3626,1.0
170,1194,1.0
170,1259,1.0
170,1898,1.0
170,1963,1.0
170,2218,1.0
170,2283,1.0
170,2922,1.0
170,2987,1.0
171,1323,1.0
171,1388,1.0
171,1643,1.0
171,1708,1.0
171,2347,1.0
171,2412,1.0
171,2667,1.0
171,2732,1.0
172,44,1.0
172,109,1.0
172,1004,1.0
172,813,1.0
172,3116,1.0
172,3181,1.0
172,4076,1.0
172,3885,1.0
173,429,1.0
173,494,1.0
173,749,1.0
173,558,1.0
173,3501,1.0
173,3566,1.0
173,3821,1.0
173,3630,1.0
174,1198,1.0
174,1263,1.0
174,1902,1.0
174,1967,1.0
174,2222,1.0
174,2287,1.0
174,2926,1.0
174,2991,1.0
175,1327,1.0
175,1392,1.0
175,1647,1.0
175,1712,1.0
175,2351,1.0
175,2416,1.0
175,2671,1.0
175,2736,1.0
176,48,1.0
176,113,1.0
176,1008,1.0
176,817,1.0
176,3120,1.0
176,3185,1.0
176,4080,1.0
176,3889,1.0
177,433,1.0
177,498,1.0
177,753,1.0
177,562,1.0
177,3505,1.0
177,3570,1.0
177,3825,1.0
177,3634,1.0
178,1202,1.0
178,1267,1.0
178,1906,1.0
178,1971,1.0
178,2226,1.0
178,2291,1.0
178,2930,1.0
178,2995,1.0
179,1331,1.0
179,1396,1.0
179,1651,1.0
179,1716,1.0
179,2355,1.0
179,2420,1.0
179,2675,1.0
179,2740,1.0
180,52,1.0
180,117,1.0
180,1012,1.0
180,821,1.0
180,3124,1.0
180,3189,1.0
180,4084,1.0
180,3893,1.0
181,437,1.0
181,502,1.0
181,757,1.0
181,566,1.0
181,3509,1.0
181,3574,1.0
181,3829,1.0
181,3638,1.0
182,1206,1.0
182,1271,1.0
182,1910,1.0
182,1975,1.0
182,2230,1.0
182,2295,1.0
182,2934,1.0
182,2999,1.0
183,1335,1.0
183,1400,1.0
183,1655,1.0
183,1720,1.0
183,2359,1.0
183,2424,1.0
183,2679,1.0
183,2744,1.0
184,56,1.0
184,121,1.0
184,1016,1.0
184,825,1.0
184,3128,1.0
184,3193,1.0
184,4088,1.0
184,3897,1.0
185,441,1.0
185,506,1.0
185,761,1.0
185,570,1.0
185,3513,1.0
185,3578,1.0
185,3833,1.0
185,3642,1.0
186,1210,1.0
186,1275,1.0
186,1914,1.0
186,1979,1.0
186,2234,1.0
186,2299,1.0
186,2938,1.0
186,3003,1.0
187,1339,1.0
187,1404,1.0
187,1659,1.0
187,1724,1.0
187,2363,1.0
187,2428,1.0
187,2683,1.0
187,2748,1.0
188,60,1.0
188,125,1.0
188,1020,1.0
188,829,1.0
188,3132,1.0
188,3197,1.0
188,4092,1.0
188,3901,1.0
189,445,1.0
189,510,1.0
189,765,1.0
189,574,1.0
189,3517,1.0
189,3582,1.0
189,3837,1.0
189,3646,1.0
190,1214,1.0
190,1279,1.0
190,1918,1.0
190,1983,1.0
190,2238,1.0
190,2303,1.0
190,2942,1.0
190,3007,1.0
191,1343,1.0
191,1344,1.0
191,1663,1.0
191,1664,1.0
191,2367,1.0
191,2368,1.0
191,2687,1.0
191,2688,1.0
192,0,1.0
192,65,1.0
192,960,1.0
192,769,1.0
192,3072,1.0
192,3137,1.0
192,4032,1.0
192,3841,1.0
193,385,1.0
193,450,1.0
193,705,1.0
193,514,1.0
193,3457,1.0
193,3522,1.0
193,3777,1.0
193,3586,1.0
194,1154,1.0
194,1219,1.0
194,1858,1.0
194,1923,1.0
194,2178,1.0
194,2243,1.0
194,2882,1.0
194,2947,1.0
195,1283,1.0
195,1348,1.0
195,1603,1.0
195,1668,1.0
195,2307,1.0
195,2372,1.0
195,2627,1.0
195,2692,1.0
196,4,1.0
196,69,1.0
196,964,1.0
196,773,1.0
196,3076,1.0
196,3141,1.0
196,4036,1.0
196,3845,1.0
197,389,1.0
197,454,1.0
197,709,1.0
197,518,1.0
197,3461,1.0
197,3526,1.0
197,3781,1.0
197,3590,1.0
198,1158,1.0
198,1223,1.0
198,1862,1.0
198,1927,1.0
198,2182,1.0
198,2247,1.0
198,2886,1.0
198,2951,1.0
199,1287,1.0
199,1352,1.0
199,1607,1.0
199,1672,1.0
